Wavelength (nm,Intensity AC 1
194.9648667,1096.0
195.23630391108566,997.0
195.50773147432525,1048.0
195.77914938969263,991.0
196.0505576571618,1028.0
196.32195627670666,1101.0
196.59334524830112,1106.0
196.86472457191908,1096.0
197.13609424753452,1125.0
197.4074542751213,1121.0
197.67880465465336,1111.0
197.9501453861046,1119.0
198.221476469449,1129.0
198.49279790466042,1099.0
198.7641096917128,1122.0
199.03541183058002,1115.0
199.3067043212361,1143.0
199.5779871636549,1122.0
199.84926035781032,1127.0
200.12052390367631,1118.0
200.3917778012268,1147.0
200.66302205043567,1139.0
200.93425665127685,1150.0
201.20548160372428,1145.0
201.4766969077519,1153.0
201.74790256333358,1131.0
202.01909857044328,1123.0
202.29028492905485,1132.0
202.56146163914232,1158.0
202.83262870067955,1141.0
203.10378611364044,1153.0
203.37493387799896,1161.0
203.64607199372895,1140.0
203.91720046080442,1141.0
204.18831927919925,1155.0
204.45942844888737,1151.0
204.73052796984268,1158.0
205.0016178420391,1125.0
205.2726980654506,1144.0
205.54376864005107,1141.0
205.81482956581436,1149.0
206.08588084271452,1145.0
206.3569224707254,1179.0
206.6279544498209,1173.0
206.89897677997493,1186.0
207.1699894611615,1144.0
207.44099249335446,1154.0
207.71198587652776,1176.0
207.9829696106553,1184.0
208.25394369571094,1141.0
208.52490813166872,1163.0
208.79586291850254,1148.0
209.0668080561862,1129.0
209.33774354469375,1121.0
209.60866938399909,1133.0
209.87958557407612,1136.0
210.15049211489873,1161.0
210.42138900644082,1146.0
210.69227624867642,1141.0
210.96315384157936,1131.0
211.2340217851236,1140.0
211.504880079283,1123.0
211.77572872403158,1144.0
212.0465677193432,1160.0
212.31739706519178,1191.0
212.58821676155122,1139.0
212.8590268083955,1171.0
213.1298272056985,1146.0
213.40061795343414,1166.0
213.67139905157634,1135.0
213.94217050009902,1166.0
214.21293229897614,1135.0
214.48368444818158,1163.0
214.75442694768924,1140.0
215.0251597974731,1158.0
215.29588299750702,1156.0
215.56659654776496,1152.0
215.83730044822082,1121.0
216.10799469884853,1136.0
216.378679299622,1160.0
216.64935425051522,1173.0
